steer_value[0.05-0.0-0.0],
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.037995,
-0.03798,
-0.037965,
-0.03795,
-0.03792,
-0.037875,
-0.037835,
-0.0378,
-0.03774,
-0.037695,
-0.03762,
-0.03756,
-0.037465,
-0.03739,
-0.037265,
-0.03717,
-0.03701,
-0.036835,
-0.0367,
-0.036485,
-0.03624,
-0.035965,
-0.03577,
-0.03545,
-0.0351,
-0.034845,
-0.03446,
-0.0344,
-0.03485,
-0.034535,
-0.034995,
-0.03556,
-0.03595,
-0.036535,
-0.03711,
-0.037685,
-0.03806,
-0.038605,
-0.03913,
-0.039465,
-0.039935,
-0.04037,
-0.04064,
-0.041005,
-0.041315,
-0.041495,
-0.041715,
-0.041875,
-0.04197,
-0.042,
-0.04198,
-0.041885,
-0.04178,
-0.041555,
-0.04137,
-0.04102,
-0.040585,
-0.04025,
-0.03968,
-0.039065,
-0.038375,
-0.03786,
-0.03703,
-0.036135,
-0.035165,
-0.034475,
-0.033375,
-0.032215,
-0.03141,
-0.030285,
-0.029975,
-0.030045,
-0.030325,
-0.030555,
-0.030685,
-0.03085,
-0.030965,
-0.031015,
-0.03105,
-0.03104,
-0.03098,
-0.03092,
-0.03079,
-0.030685,
-0.03049,
-0.03025,
-0.030065,
-0.029765,
-0.02944,
-0.02907,
-0.028795,
-0.02836,
-0.027905,
-0.02742,
-0.027075,
-0.02652,
-0.025935,
-0.025315,
-0.02488,
-0.024195,
-0.023485,
-0.022995,
-0.022235,
-0.02144,
-0.020895,
-0.02007,
-0.019325,
-0.01907,
-0.019115,
-0.0197,
-0.020195,
-0.021685,
-0.02219,
-0.02293,
-0.02363,
-0.024285,
-0.02472,
-0.02537,
-0.026,
-0.0266,
-0.02697,
-0.027505,
-0.028025,
-0.028515,
-0.028815,
-0.02922,
-0.02961,
-0.02997,
-0.03019,
-0.03048,
-0.03073,
-0.030875,
-0.03107,
-0.031225,
-0.031345,
-0.03142,
-0.031445,
-0.03146,
-0.03144,
-0.031425,
-0.031805,
-0.03261,
-0.033425,
-0.03484,
-0.036215,
-0.037545,
-0.038415,
-0.03965,
-0.040775,
-0.041835,
-0.042855,
-0.043495,
-0.04438,
-0.04515,
-0.04585,
-0.046275,
-0.04685,
-0.047325,
-0.0477,
-0.047975,
-0.04814,
-0.048185,
-0.04816,
-0.048015,
-0.047855,
-0.04752,
-0.047095,
-0.04657,
-0.046155,
-0.045455,
-0.044695,
-0.04414,
-0.043225,
-0.042205,
-0.041365,
-0.041025,
-0.040775,
-0.040895,
-0.041075,
-0.04118,
-0.04121,
-0.04119,
-0.0411,
-0.040935,
-0.04078,
-0.040495,
-0.04014,
-0.039355,
-0.038785,
-0.038155,
-0.037715,
-0.036985,
-0.036175,
-0.0353,
-0.034705,
-0.033475,
-0.032465,
-0.03138,
-0.030225,
-0.029055,
-0.027885,
-0.026655,
-0.0258,
-0.02448,
-0.023125,
-0.02173,
-0.020285,
-0.0183,
-0.016815,
-0.01586,
-0.014415,
-0.01339,
-0.01339,
-0.013275,
-0.014225,
-0.01494,
-0.016045,
-0.017175,
-0.017925,
-0.01902,
-0.02012,
-0.02125,
-0.02201,
-0.023125,
-0.02419,
-0.02526,
-0.025975,
-0.027045,
-0.028085,
-0.029115,
-0.02979,
-0.030785,
-0.03143,
-0.032365,
-0.03327,
-0.033855,
-0.034675,
-0.035415,
-0.036105,
-0.03675,
-0.03715,
-0.03768,
-0.03813,
-0.03867,
-0.039235,
-0.040295,
-0.04156,
-0.04277,
-0.04355,
-0.04467,
-0.04537,
-0.046355,
-0.04728,
-0.04812,
-0.04862,
-0.04927,
-0.049825,
-0.050145,
-0.05053,
-0.050805,
-0.05093,
-0.051035,
-0.05103,
-0.050915,
-0.050785,
-0.0505,
-0.050255,
-0.049805,
-0.04927,
-0.048635,
-0.047885,
-0.047325,
-0.046405,
-0.04602,
-0.04615,
-0.046815,
-0.04802,
-0.048845,
-0.050005,
-0.051075,
-0.052035,
-0.0526,
-0.05331,
-0.0539,
-0.054225,
-0.054595,
-0.054825,
-0.054905,
-0.054925,
-0.054825,
-0.054605,
-0.054285,
-0.05385,
-0.05349,
-0.052855,
-0.05214,
-0.05132,
-0.050365,
-0.04929,
-0.048125,
-0.04733,
-0.04604,
-0.044625,
-0.04362,
-0.04211,
-0.040515,
-0.0388,
-0.036995,
-0.035125,
-0.03384,
-0.031815,
-0.029695,
-0.028265,
-0.02614,
-0.024685,
-0.02262,
-0.02186,
-0.020905,
-0.0216,
-0.02278,
-0.02397,
-0.02476,
-0.025915,
-0.027,
-0.028085,
-0.029165,
-0.030225,
-0.0309,
-0.031845,
-0.032775,
-0.033685,
-0.03427,
-0.03509,
-0.03583,
-0.036535,
-0.036985,
-0.037615,
-0.03818,
-0.038525,
-0.039025,
-0.040175,
-0.042175,
-0.043665,
-0.045835,
-0.047975,
-0.05006,
-0.05138,
-0.05322,
-0.054965,
-0.05609,
-0.057685,
-0.059145,
-0.060475,
-0.061285,
-0.06239,
-0.063035,
-0.063865,
-0.064525,
-0.06502,
-0.06533,
-0.065435,
-0.065465,
-0.06766,
-0.06853,
-0.07184,
-0.07536,
-0.07753,
-0.080665,
-0.083685,
-0.085595,
-0.0882,
-0.0905,
-0.09263,
-0.09459,
-0.095775,
-0.09732,
-0.09858,
-0.09962,
-0.10043,
-0.100835,
-0.10121,
-0.10132,
-0.101175,
-0.100925,
-0.10033,
-0.099465,
-0.098735,
-0.097375,
-0.0963,
-0.094475,
-0.092455,
-0.09096,
-0.088455,
-0.085655,
-0.08366,
-0.080575,
-0.078395,
-0.07488,
-0.071095,
-0.06848,
-0.06453,
-0.060385,
-0.05606,
-0.053425,
-0.050485,
-0.048895,
-0.047825,
-0.04704,
-0.04578,
-0.04448,
-0.043565,
-0.042085,
-0.041035,
-0.039385,
-0.03765,
-0.036425,
-0.0345,
-0.03249,
-0.03041,
-0.028985,
-0.02677,
-0.02471,
-0.024675,
-0.026645,
-0.02842,
-0.031095,
-0.033765,
-0.036345,
-0.03797,
-0.040375,
-0.04197,
-0.044305,
-0.04576,
-0.047855,
-0.04992,
-0.05126,
-0.053165,
-0.05488,
-0.05597,
-0.05753,
-0.058985,
-0.059885,
-0.06112,
-0.06187,
-0.062895,
-0.064545,
-0.068665,
-0.07278,
-0.079055,
-0.085315,
-0.089435,
-0.095365,
-0.100845,
-0.10616,
-0.10963,
-0.11465,
-0.11783,
-0.122365,
-0.12664,
-0.129335,
-0.133035,
-0.136215,
-0.14235,
-0.143125,
-0.148905,
-0.154565,
-0.1598,
-0.163105,
-0.16767,
-0.171595,
-0.175075,
-0.17718,
-0.17995,
-0.182215,
-0.18398,
-0.18523,
-0.185755,
-0.18606,
-0.18596,
-0.18534,
-0.18415,
-0.18304,
-0.18098,
-0.179385,
-0.17653,
-0.173095,
-0.169145,
-0.16634,
-0.161915,
-0.159305,
-0.15622,
-0.15582,
-0.156585,
-0.157585,
-0.15872,
-0.159235,
-0.15961,
-0.159585,
-0.148965,
-0.128235,
-0.123835,
-0.12192,
-0.11884,
-0.11525,
-0.11256,
-0.108175,
-0.10354,
-0.10036,
-0.09524,
-0.08967,
-0.08377,
-0.0798,
-0.073805,
-0.06962,
-0.065765,
-0.065115,
-0.065655,
-0.065915,
-0.06615,
-0.06621,
-0.06615,
-0.06591,
-0.065515,
-0.065155,
-0.064465,
-0.063905,
-0.062945,
-0.061875,
-0.06108,
-0.059745,
-0.058765,
-0.057195,
-0.05556,
-0.05439,
-0.05249,
-0.05042,
-0.048965,
-0.04668,
-0.04424,
-0.04251,
-0.040245,
-0.040445,
-0.041805,
-0.04581,
-0.049825,
-0.05368,
-0.05727,
-0.0596,
-0.06305,
-0.0664,
-0.06854,
-0.07151,
-0.073405,
-0.076155,
-0.078765,
-0.081155,
-0.082585,
-0.084565,
-0.0858,
-0.08749,
-0.08896,
-0.08982,
-0.09093,
-0.092125,
-0.094445,
-0.09659,
-0.09958,
-0.102395,
-0.10499,
-0.106565,
-0.108605,
-0.11035,
-0.111375,
-0.11265,
-0.113585,
-0.114045,
-0.114495,
-0.11464,
-0.11553,
-0.116285,
-0.11925,
-0.12156,
-0.12484,
-0.12775,
-0.129475,
-0.13245,
-0.134245,
-0.135205,
-0.136255,
-0.136865,
-0.137055,
-0.137,
-0.136515,
-0.135625,
-0.13483,
-0.13331,
-0.13136,
-0.128995,
-0.12723,
-0.124375,
-0.121125,
-0.11872,
-0.114785,
-0.11051,
-0.10746,
-0.10253,
-0.097175,
-0.091545,
-0.087795,
-0.08267,
-0.07835,
-0.07492,
-0.071395,
-0.069,
-0.06536,
-0.06146,
-0.05729,
-0.052945,
-0.05007,
-0.045785,
-0.041305,
-0.038205,
-0.033465,
-0.028695,
-0.02545,
-0.020445,
-0.015335,
-0.01026,
-0.006995,
-0.002105,
0.00289,
0.007745,
0.011105,
0.012805,
0.014165,
0.01607,
0.01792,
0.019085,
0.020725,
0.022275,
0.02326,
0.024645,
0.025485,
0.02664,
0.02767,
0.02828,
0.02905,
0.02964,
0.029945,
0.03028,
0.030455,
0.030475,
0.03037,
0.030105,
0.02967,
0.02906,
0.028305,
0.027735,
0.025565,
0.02421,
0.023205,
0.021635,
0.01999,
0.0188,
0.01687,
0.01461,
0.012805,
0.009665,
0.00495,
0.000215,
-0.00472,
-0.008015,
-0.01285,
-0.017795,
-0.021175,
-0.02631,
-0.03145,
-0.03489,
-0.040105,
-0.043615,
-0.048795,
-0.053685,
-0.056895,
-0.06172,
-0.06649,
-0.069575,
-0.073915,
-0.07812,
-0.08225,
-0.08624,
-0.088755,
-0.09224,
-0.095545,
-0.098695,
-0.10068,
-0.1034,
-0.105005,
-0.107205,
-0.10918,
-0.110345,
-0.1118,
-0.112575,
-0.11352,
-0.1142,
-0.114485,
-0.11466,
-0.114555,
-0.114325,
-0.11373,
-0.11283,
-0.11206,
-0.110655,
-0.108915,
-0.106825,
-0.10524,
-0.102645,
-0.09986,
-0.09782,
-0.09495,
-0.094645,
-0.1004,
-0.094465,
-0.091035,
-0.08843,
-0.08704,
-0.085315,
-0.083815,
-0.08229,
-0.08121,
-0.07945,
-0.07822,
-0.076215,
-0.07397,
-0.071495,
-0.06887,
-0.066195,
-0.06431,
-0.06129,
-0.058045,
-0.055775,
-0.052255,
-0.048565,
-0.044655,
-0.04195,
-0.037845,
-0.0338,
-0.03104,
-0.026755,
-0.02234,
-0.017925,
-0.01507,
-0.010785,
-0.006385,
-0.00192,
0.002475,
0.00666,
0.01083,
0.01363,
0.017815,
0.021915,
0.02595,
0.02993,
0.03384,
0.036355,
0.039865,
0.043215,
0.04646,
0.049515,
0.051375,
0.05391,
0.056285,
0.057775,
0.05982,
0.061615,
0.063175,
0.064505,
0.065245,
0.066095,
0.066655,
0.06688,
0.067,
0.066835,
0.066395,
0.065705,
0.06474,
0.063935,
0.062485,
0.060765,
0.059455,
0.057235,
0.054695,
0.0519,
0.048995,
0.046935,
0.043595,
0.03998,
0.0362,
0.032375,
0.029715,
0.025495,
0.021025,
0.01795,
0.01321,
0.008285,
0.00312,
-0.000425,
-0.005745,
-0.01094,
-0.016265,
-0.019915,
-0.025445,
-0.03096,
-0.036505,
-0.040245,
-0.04587,
-0.051425,
-0.05509,
-0.060565,
-0.06602,
-0.0713,
-0.07463,
-0.079335,
-0.082415,
-0.086955,
-0.091335,
-0.09542,
-0.09792,
-0.101455,
-0.104815,
-0.10793,
-0.109825,
-0.112335,
-0.11457,
-0.116535,
-0.118195,
-0.1191,
-0.12014,
-0.120855,
-0.121235,
-0.121255,
-0.12092,
-0.120515,
-0.119615,
-0.11835,
-0.11673,
-0.114855,
-0.11349,
-0.111155,
-0.10846,
-0.105465,
-0.102325,
-0.09906,
-0.0967,
-0.09289,
-0.088755,
-0.084355,
-0.08129,
-0.076455,
-0.07128,
-0.065815,
-0.060225,
-0.054695,
-0.04901,
-0.0433,
-0.03817,
-0.03482,
-0.034255,
-0.036625,
-0.036455,
-0.012105,
-0.004935,
0.00061,
0.00612,
0.011715,
0.017325,
0.022815,
0.02826,
0.033715,
0.039105,
0.042585,
0.0475,
0.052285,
0.055425,
0.059995,
0.064315,
0.06841,
0.07103,
0.07475,
0.078165,
0.081265,
0.08405,
0.086515,
0.08795,
0.08973,
0.09109,
0.092095,
0.092735,
0.09298,
0.093055,
0.092685,
0.091815,
0.09102,
0.089535,
0.08777,
0.085645,
0.083105,
0.08018,
0.07695,
0.0747,
0.07105,
0.06701,
0.06242,
0.05756,
0.050505,
0.04272,
0.034455,
0.025875,
0.02009,
0.011565,
0.0028,
-0.006305,
-0.012505,
-0.02175,
-0.030675,
-0.03975,
-0.049025,
-0.05526,
-0.06442,
-0.07023,
-0.07895,
-0.08773,
-0.09636,
-0.10181,
-0.109545,
-0.117215,
-0.124795,
-0.12974,
-0.136865,
-0.143675,
-0.15029,
-0.16014,
-0.162295,
-0.16951,
-0.176825,
-0.183545,
-0.18956,
-0.19317,
-0.197985,
-0.202075,
-0.20541,
-0.20713,
-0.20909,
-0.21041,
-0.211025,
-0.21089,
-0.210055,
-0.20856,
-0.206365,
-0.20342,
-0.199855,
-0.197225,
-0.192785,
-0.18774,
-0.18221,
-0.178475,
-0.17267,
-0.1665,
-0.16222,
-0.155765,
-0.15038,
-0.145795,
-0.143405,
-0.139515,
-0.135385,
-0.13241,
-0.127555,
-0.122245,
-0.11669,
-0.110995,
-0.104895,
-0.10057,
-0.09392,
-0.08834,
-0.08495,
-0.084325,
-0.084,
-0.08332,
-0.082445,
-0.08133,
-0.079965,
-0.07836,
-0.077185,
-0.075305,
-0.073185,
-0.070815,
-0.069105,
-0.06642,
-0.06366,
-0.060675,
-0.05856,
-0.0557,
-0.056405,
-0.06105,
-0.06594,
-0.070725,
-0.07526,
-0.079445,
-0.083495,
-0.08614,
-0.08995,
-0.09353,
-0.087215,
-0.10591,
-0.118295,
-0.12841,
-0.142885,
-0.157075,
-0.17121,
-0.184955,
-0.19772,
-0.209535,
-0.22103,
-0.23218,
-0.242715,
-0.25222,
-0.257965,
-0.26614,
-0.25118,
-0.26587,
-0.27936,
-0.29236,
-0.305805,
-0.315425,
-0.325545,
-0.335505,
-0.34327,
-0.34933,
-0.353505,
-0.356475,
-0.361015,
-0.36586,
-0.370705,
-0.375365,
-0.378725,
-0.35804,
-0.366805,
-0.375005,
-0.382625,
-0.387415,
-0.397615,
-0.400975,
-0.40687,
-0.41189,
-0.41598,
-0.418965,
-0.4203,
-0.42124,
-0.42087,
-0.419165,
-0.41611,
-0.41162,
-0.405645,
-0.39836,
-0.390165,
-0.38074,
-0.37366,
-0.362285,
-0.351315,
-0.34184,
-0.33511,
-0.331015,
-0.33003,
-0.316635,
-0.310155,
-0.302205,
-0.29575,
-0.286545,
-0.27723,
-0.270995,
-0.26449,
-0.25933,
-0.253505,
-0.24925,
-0.242305,
-0.234825,
-0.226995,
-0.221675,
-0.213565,
-0.205185,
-0.20014,
-0.191915,
-0.18415,
-0.17879,
-0.170585,
-0.162055,
-0.153045,
-0.14373,
-0.137565,
-0.12803,
-0.11793,
-0.110925,
-0.10017,
-0.089035,
-0.07734,
-0.069285,
-0.05714,
-0.04527,
-0.03722,
-0.026445,
-0.017305,
-0.006595,
-0.00055,
0.0081,
0.016905,
0.02282,
0.031505,
0.039765,
0.045225,
0.05343,
0.061555,
0.066825,
0.07425,
0.07906,
0.086155,
0.093035,
0.09949,
0.105345,
0.10906,
0.11441,
0.11943,
0.12253,
0.12676,
0.129335,
0.13283,
0.135825,
0.138235,
0.139475,
0.140875,
0.141745,
0.14205,
0.141775,
0.141295,
0.14012,
0.138365,
0.136875,
0.13421,
0.13222,
0.128785,
0.12477,
0.121795,
0.117105,
0.112165,
0.1067,
0.10275,
0.096435,
0.089715,
0.08497,
0.077395,
0.069315,
0.060965,
0.052655,
0.046955,
0.03802,
0.02875,
0.01939,
0.00917,
0.002365,
-0.008125,
-0.018855,
-0.029525,
-0.036395,
-0.04669,
-0.05719,
-0.06776,
-0.078055,
-0.08783,
-0.0943,
-0.104035,
-0.1137,
-0.12311,
-0.129195,
-0.13813,
-0.146885,
-0.15255,
-0.16052,
-0.167505,
-0.171795,
-0.1777,
-0.182935,
-0.187375,
-0.189895,
-0.19305,
-0.195445,
-0.196635,
-0.19776,
-0.19812,
-0.19781,
-0.197225,
-0.19579,
-0.19447,
-0.191945,
-0.18879,
-0.186485,
-0.182395,
-0.177985,
-0.17471,
-0.16929,
-0.16801,
-0.150775,
-0.14011,
-0.132775,
-0.12127,
-0.11329,
-0.1012,
-0.0893,
-0.081175,
-0.068555,
-0.0555,
-0.04672,
-0.03352,
-0.02458,
-0.010785,
0.006785,
0.02052,
0.040385,
0.06024,
0.07366,
0.093595,
0.106305,
0.12399,
0.13679,
0.155975,
0.17491,
0.18724,
0.20533,
0.217045,
0.23376,
0.249735,
0.260165,
0.21213,
0.236545,
0.2521,
0.274725,
0.289035,
0.30997,
0.330565,
0.344215,
0.36458,
0.37797,
0.39812,
0.417005,
0.42953,
0.447395,
0.4574,
0.469305,
0.477995,
0.482435,
0.48727,
0.489935,
0.49075,
0.490085,
0.48894,
0.48665,
0.47094,
0.4751,
0.476945,
0.47914,
0.477835,
0.476555,
0.473135,
0.467815,
0.463195,
0.454865,
0.44528,
0.437995,
0.4255,
0.411235,
0.395675,
0.379445,
0.38303,
0.38809,
0.391765,
0.393895,
0.39687,
0.3994,
0.40047,
0.401215,
0.40158,
0.40196,
0.402205,
0.402345,
0.40243,
0.402465,
0.40248,
0.402485,
0.40249,
0.40249,
0.402495,
0.402475,
0.402485,
0.40249,
0.40247,
0.40248,
0.402485,
0.40248,
0.402485,
0.40249,
0.40249,
0.40249,
0.402495,
0.40249,
0.4025,
0.4025,
0.4025,
0.402505,
0.402505,
0.40251,
0.40251,
0.40251,
0.402515,
0.402515,
0.402515,
0.40252,
0.40252,
0.40251,
0.40252,
0.40252,
0.402505,
0.402515,
0.402515,
0.402515,
0.402515,
0.402515,
0.402515,
0.402515,
0.402515,
0.40251,
0.40251,
0.40251,
0.40251,
0.40251,
0.40251,
0.4025,
0.402505,
0.402505,
0.4025,
0.4025,
0.4025,
0.4025,
0.402495,
0.40248,
0.40249,
0.40248,
0.40248,
0.40248,
0.40248,
0.402475,
0.402475,
0.402475,
0.40247,
0.40246,
0.40246,
0.402455,
0.40245,
0.40245,
0.40245,
0.402445,
0.402445,
0.402445,
0.40244,
0.40244,
0.402435,
0.402435,
0.40243,
0.40243,
0.402425,
0.40241,
0.40242,
0.402415,
0.40241,
0.40241,
0.402405,
0.4024,
0.4024,
0.40238,
0.40239,
0.402375,
0.402375,
0.402375,
0.40237,
0.402365,
0.40235,
0.40235,
0.402345,
0.402335,
0.402335,
0.40233,
0.40232,
0.40232,
0.40231,
0.402305,
0.4023,
0.402295,
0.40229,
0.402285,
0.40228,
0.402275,
0.40227,
0.40226,
0.402255,
0.40225,
0.40224,
0.402235,
0.40223,
0.40222,
0.402215,
0.40221,
0.4022,
0.402195,
0.40219,
