steer_value[0.05-0.0-3.0],
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.03799,
-0.037685,
-0.03707,
-0.037055,
-0.03643,
-0.035795,
-0.035455,
-0.03511,
-0.03537,
-0.03411,
-0.03466,
-0.032475,
-0.033915,
-0.03111,
-0.03009,
-0.0318,
-0.02866,
-0.026995,
-0.029575,
-0.02488,
-0.023465,
-0.027215,
-0.021575,
-0.01981,
-0.02473,
-0.01784,
-0.01694,
-0.03372,
-0.06115,
-0.03169,
-0.056335,
-0.057595,
-0.07412,
-0.07261,
-0.058865,
-0.066235,
-0.06335,
-0.059495,
-0.050385,
-0.05271,
-0.046225,
-0.046645,
-0.0428,
-0.0395,
-0.036755,
-0.03305,
-0.03325,
-0.027355,
-0.024415,
-0.027835,
-0.020335,
-0.017595,
-0.023355,
-0.015185,
-0.013595,
-0.01229,
-0.02012,
-0.012225,
-0.01244,
-0.019985,
-0.012105,
-0.011115,
-0.019265,
-0.01261,
-0.01195,
-0.019215,
-0.01227,
-0.01955,
-0.012925,
-0.012905,
-0.04034,
-0.05603,
-0.089055,
-0.10462,
-0.097245,
-0.069905,
-0.07443,
-0.055535,
-0.05767,
-0.05038,
-0.04266,
-0.03908,
-0.033915,
-0.03263,
-0.027055,
-0.023525,
-0.02665,
-0.019765,
-0.017955,
-0.022525,
-0.014975,
-0.02103,
-0.01316,
-0.011875,
-0.019115,
-0.01123,
-0.01908,
-0.012425,
-0.011155,
-0.01109,
-0.018655,
-0.01293,
-0.012605,
-0.01228,
-0.018665,
-0.013265,
-0.01388,
-0.01939,
-0.01493,
-0.03358,
-0.063215,
-0.065275,
-0.09847,
-0.0956,
-0.06979,
-0.076175,
-0.06527,
-0.05692,
-0.04507,
-0.043695,
-0.037415,
-0.03408,
-0.029775,
-0.0254,
-0.027055,
-0.021115,
-0.01813,
-0.022725,
-0.015505,
-0.01366,
-0.020025,
-0.01247,
-0.011505,
-0.018155,
-0.01211,
-0.012375,
-0.019055,
-0.012125,
-0.011795,
-0.018175,
-0.013075,
-0.012775,
-0.012475,
-0.019495,
-0.03914,
-0.06704,
-0.07069,
-0.10367,
-0.09814,
-0.070235,
-0.076015,
-0.06663,
-0.057385,
-0.04493,
-0.04233,
-0.036635,
-0.032675,
-0.02804,
-0.024245,
-0.02649,
-0.02054,
-0.024255,
-0.017055,
-0.014925,
-0.020695,
-0.01345,
-0.01219,
-0.01122,
-0.01878,
-0.01183,
-0.012395,
-0.019075,
-0.012145,
-0.01151,
-0.01209,
-0.0136,
-0.01941,
-0.014035,
-0.013455,
-0.01714,
-0.03797,
-0.0625,
-0.068215,
-0.101465,
-0.097125,
-0.084765,
-0.060595,
-0.062855,
-0.04776,
-0.04583,
-0.037765,
-0.029565,
-0.023365,
-0.01859,
-0.02289,
-0.01476,
-0.012295,
-0.018945,
-0.004055,
-0.011495,
-0.01205,
-0.01201,
-0.012585,
-0.01409,
-0.01532,
-0.02054,
-0.014565,
-0.013985,
-0.013705,
-0.019525,
-0.01416,
-0.01908,
-0.008225,
-0.01336,
-0.01401,
-0.014675,
-0.015355,
-0.03252,
-0.08474,
-0.10457,
-0.162835,
-0.118335,
-0.139865,
-0.11811,
-0.081025,
-0.08845,
-0.074635,
-0.05509,
-0.051685,
-0.042425,
-0.03667,
-0.0296,
-0.023635,
-0.018185,
-0.01448,
-0.020785,
-0.001275,
-0.019575,
-0.010735,
-0.009685,
-0.018385,
-0.01046,
-0.01095,
-0.010845,
-0.010745,
-0.011565,
-0.01332,
-0.02121,
-0.01612,
-0.030775,
-0.04415,
-0.063845,
-0.071355,
-0.065865,
-0.058445,
-0.04632,
-0.04619,
-0.040565,
-0.03637,
-0.032105,
-0.028075,
-0.02459,
-0.021355,
-0.02478,
-0.017895,
-0.0231,
-0.016195,
-0.01406,
-0.02013,
-0.0138,
-0.01408,
-0.012845,
-0.019525,
-0.0129,
-0.012575,
-0.018655,
-0.012335,
-0.01171,
-0.0184,
-0.114875,
-0.139735,
-0.12106,
-0.15146,
-0.101815,
-0.115375,
-0.100165,
-0.084075,
-0.06069,
-0.057955,
-0.04724,
-0.03848,
-0.03049,
-0.0242,
-0.027875,
-0.0185,
-0.02392,
-0.01388,
-0.01283,
-0.01177,
-0.02046,
-0.01039,
-0.00931,
-0.01859,
-0.008815,
-0.00834,
-0.017625,
-0.00938,
-0.018695,
-0.010175,
-0.00945,
-0.00994,
-0.018375,
-0.012315,
-0.01226,
-0.01221,
-0.01918,
-0.013155,
-0.01405,
-0.02015,
-0.01385,
-0.018125,
-0.067005,
-0.10998,
-0.1262,
-0.21617,
-0.149905,
-0.178275,
-0.151875,
-0.10213,
-0.110405,
-0.08952,
-0.06431,
-0.058195,
-0.043435,
-0.03758,
-0.024005,
-0.026985,
-0.01294,
-0.00721,
-0.01756,
-0.00308,
-0.002705,
-0.015755,
-0.00219,
-0.014945,
-0.028225,
-0.08504,
-0.09704,
-0.120205,
-0.10866,
-0.0783,
-0.080365,
-0.06812,
-0.05658,
-0.047285,
-0.039665,
-0.03253,
-0.03382,
-0.023545,
-0.02805,
-0.01708,
-0.014475,
-0.023425,
-0.01118,
-0.00911,
-0.01952,
-0.00815,
-0.00697,
-0.0741,
-0.14661,
-0.22396,
-0.244905,
-0.16519,
-0.188425,
-0.154975,
-0.10386,
-0.103425,
-0.078875,
-0.056045,
-0.045645,
-0.028365,
-0.01721,
-0.00832,
-0.02095,
-0.00208,
-0.000905,
0.001495,
-0.015905,
0.001165,
-0.00071,
-0.001715,
-0.017695,
-0.00406,
-0.005765,
-0.006595,
-0.02026,
-0.007625,
-0.0076,
-0.00789,
-0.020395,
-0.00902,
-0.009055,
-0.02069,
-0.009955,
-0.009115,
-0.009795,
-0.01446,
-0.05398,
-0.13716,
-0.118305,
-0.221115,
-0.205115,
-0.17813,
-0.117415,
-0.12399,
-0.08704,
-0.08942,
-0.07536,
-0.060755,
-0.052615,
-0.042815,
-0.04231,
-0.030515,
-0.024325,
-0.03085,
-0.017055,
-0.12382,
-0.11553,
-0.281545,
-0.209315,
-0.250215,
-0.214275,
-0.17495,
-0.11664,
-0.110415,
-0.08303,
-0.072265,
-0.043935,
-0.031915,
-0.021535,
-0.032345,
-0.009795,
-0.024705,
-0.002055,
-0.02266,
-0.000615,
-0.0197,
0.00206,
-0.02006,
-0.023345,
-0.09898,
-0.272855,
-0.257115,
-0.32097,
-0.281205,
-0.18643,
-0.20137,
-0.162235,
-0.1148,
-0.081815,
-0.027235,
-0.003175,
0.009065,
0.01325,
-0.026135,
-0.111635,
-0.163475,
-0.22988,
-0.20341,
-0.203915,
-0.10405,
-0.05467,
-0.028265,
-0.03895,
-0.010785,
-0.001995,
0.003565,
-0.02405,
0.001235,
-0.022185,
0.006755,
0.00962,
0.00824,
-0.021245,
0.00214,
-0.020465,
0.003815,
-0.019405,
0.00303,
-0.03213,
-0.18287,
-0.30132,
-0.50403,
-0.34461,
-0.413345,
-0.347715,
-0.223885,
-0.23185,
-0.15695,
-0.14697,
-0.104785,
-0.066775,
-0.060165,
-0.024785,
-0.005915,
-0.027015,
0.01038,
0.014515,
-0.032245,
-0.099625,
-0.163855,
-0.19711,
-0.148235,
-0.149465,
-0.12264,
-0.0978,
-0.084135,
-0.065365,
-0.066115,
-0.041875,
-0.02914,
-0.04427,
-0.01849,
-0.01914,
-0.290355,
-0.15093,
-0.293425,
-0.40225,
-0.3661,
-0.30335,
-0.200155,
-0.194645,
-0.153335,
-0.119255,
-0.096195,
-0.08648,
-0.05709,
-0.037595,
-0.05226,
-0.015945,
-0.00833,
-0.036605,
0.00234,
0.00988,
0.012635,
-0.02455,
0.011435,
-0.021855,
0.01443,
-0.0213,
0.01098,
-0.07335,
-0.205755,
-0.34491,
-0.30179,
-0.35885,
-0.305465,
-0.20508,
-0.201815,
-0.151805,
-0.11559,
-0.08975,
-0.079955,
-0.0453,
-0.027165,
-0.012105,
-0.03647,
0.002485,
0.00607,
0.00877,
-0.02542,
0.010255,
0.008065,
-0.003035,
-0.08236,
-0.121835,
-0.156775,
-0.141345,
-0.11924,
-0.09859,
-0.084915,
-0.071015,
-0.07153,
-0.05071,
-0.038705,
-0.029565,
-0.022425,
-0.041415,
-0.012545,
-0.139375,
-0.148745,
-0.25006,
-0.24383,
-0.21031,
-0.15058,
-0.14535,
-0.11623,
-0.096685,
-0.07834,
-0.05878,
-0.04287,
-0.033115,
-0.04853,
-0.017855,
-0.00743,
-0.03193,
-0.000125,
0.00565,
-0.023275,
0.009215,
0.01111,
0.010875,
0.009085,
-0.021735,
0.00395,
0.000455,
-0.00068,
-0.00155,
-0.026855,
-0.03765,
-0.10811,
-0.178515,
-0.15643,
-0.17452,
-0.14744,
-0.12233,
-0.098925,
-0.07787,
-0.06897,
-0.05169,
-0.039315,
-0.046875,
-0.023765,
-0.01584,
-0.009325,
-0.02895,
-0.003165,
-0.024855,
0.00066,
0.004315,
-0.019135,
0.000625,
-0.06989,
-0.1306,
-0.13527,
-0.160435,
-0.13872,
-0.1151,
-0.08894,
-0.08064,
-0.06976,
-0.05687,
-0.045295,
-0.04848,
-0.029765,
-0.04064,
-0.02029,
-0.01334,
-0.02947,
-0.00989,
-0.00891,
-0.025315,
-0.00144,
0.0036,
-0.018135,
0.004285,
0.006015,
-0.01573,
0.00546,
0.005025,
-0.016785,
0.00251,
-0.01693,
-0.000105,
-0.00284,
-0.00411,
-0.021275,
-0.01098,
-0.07464,
-0.0628,
-0.104135,
-0.103445,
-0.13262,
-0.11773,
-0.10044,
-0.07614,
-0.072475,
-0.058375,
-0.051665,
-0.039355,
-0.02959,
-0.0215,
-0.030365,
-0.01529,
-0.010345,
-0.023325,
-0.00725,
-0.008,
-0.022805,
-0.00767,
-0.00602,
-0.02113,
-0.00844,
-0.022085,
-0.0076,
-0.02064,
-0.007675,
-0.00884,
-0.02132,
-0.0087,
-0.00747,
-0.02026,
-0.008565,
-0.00797,
-0.019575,
-0.008505,
-0.00946,
-0.020505,
-0.00978,
-0.009255,
-0.010255,
-0.021345,
-0.013105,
-0.021205,
-0.01206,
-0.01131,
-0.020315,
-0.01087,
-0.009815,
-0.28325,
-0.90491,
0.243285,
0.185045,
0.057145,
-0.09091,
-0.12796,
-0.196105,
-0.198855,
-0.139695,
-0.15608,
-0.13001,
-0.091285,
-0.087285,
-0.06674,
-0.047985,
-0.04173,
-0.023785,
-0.014395,
-0.007605,
-0.02054,
-0.00137,
-0.01819,
-0.001445,
0.000925,
0.0021,
-0.01563,
-0.001945,
-0.003905,
-0.003775,
-0.018905,
-0.006235,
-0.008005,
-0.020795,
-0.008795,
-0.008195,
-0.00912,
-0.02166,
-0.011235,
-0.0101,
-0.02024,
-0.010425,
-0.0215,
-0.012025,
-0.01094,
-0.01076,
-0.02126,
-0.01364,
-0.01261,
-0.02072,
-0.012195,
-0.011465,
-0.011645,
-0.019765,
-0.01186,
-0.01237,
-0.012285,
-0.01251,
-0.012745,
-0.014515,
-0.02181,
-0.015505,
-0.01459,
-0.014275,
-0.02128,
-0.015595,
-0.015005,
-0.014105,
-0.02021,
-0.01422,
-0.01393,
-0.013335,
-0.019445,
-0.013765,
-0.0144,
-0.014135,
-0.019665,
-0.01431,
-0.01436,
-0.01411,
-0.014165,
-0.014225,
-0.015205,
-0.019865,
-0.016065,
-0.01556,
-0.01932,
-0.01552,
-0.015625,
-0.019395,
-0.015605,
-0.01511,
-0.01888,
-0.0157,
-0.01491,
-0.0074,
-0.01563,
-0.016985,
-0.01745,
-0.017315,
-0.019925,
-0.017395,
-0.016655,
-0.019565,
-0.016425,
-0.01598,
-0.018885,
-0.016045,
-0.0156,
-0.015455,
-0.018665,
-0.01583,
-0.016,
-0.015565,
-0.01848,
-0.01626,
-0.01858,
-0.016365,
-0.015945,
-0.01613,
-0.01632,
-0.01682,
-0.01855,
-0.016955,
-0.01625,
-0.01645,
-0.018485,
-0.01659,
-0.01619,
-0.01609,
-0.016295,
-0.016505,
-0.01855,
-0.016665,
-0.01658,
-0.016495,
-0.01641,
-0.018155,
-0.016575,
-0.016495,
-0.016415,
-0.018165,
-0.01781,
-0.02965,
-0.076455,
-0.170385,
-0.186235,
-0.37219,
-0.519365,
0.936355,
0.5452,
0.17116,
0.1303,
0.091465,
0.068425,
0.05047,
0.035555,
0.015195,
0.01645,
0.008265,
-6e-05,
-0.01005,
-0.01136,
-0.01757,
-0.020525,
-0.02261,
-0.0232,
-0.023795,
-0.0247,
-0.024395,
-0.017675,
-0.02243,
-0.022685,
-0.023245,
-0.02259,
-0.021615,
-0.020315,
-0.02021,
-0.01644,
-0.02145,
-0.021965,
-0.022485,
-0.02179,
-0.0223,
-0.022815,
-0.02242,
-0.021405,
-0.01732,
-0.02018,
-0.02034,
-0.0205,
-0.04445,
-0.16334,
-0.02431,
-0.11598,
-0.18109,
-0.173735,
-0.14883,
-0.11829,
-0.096365,
-0.07863,
-0.06333,
-0.04929,
-0.037145,
-0.029675,
-0.02574,
-0.02113,
-0.017055,
-0.01444,
-0.01209,
-0.010315,
-0.004245,
-0.009975,
-0.015805,
-0.006485,
-0.01135,
-0.012335,
-0.04994,
-0.08725,
-0.187385,
-0.22418,
-0.19901,
-0.12366,
-0.140665,
-0.1198,
-0.098565,
-0.076045,
-0.0568,
-0.04333,
-0.03238,
-0.023995,
-0.02615,
0.014355,
-0.00609,
-0.01743,
-0.007005,
-0.007395,
-0.007495,
-0.0073,
-0.00833,
-0.010605,
-0.01994,
-0.01266,
-0.015025,
-0.06959,
-0.19063,
-0.25051,
-0.232945,
-0.152205,
-0.17501,
-0.149665,
-0.103435,
-0.10949,
-0.08879,
-0.069565,
-0.05398,
-0.041795,
-0.09651,
-0.306455,
-0.46798,
-0.43597,
-0.36215,
-0.219615,
-0.230215,
-0.176595,
-0.12663,
-0.07948,
-0.04344,
-0.019315,
-0.002735,
0.00861,
0.01463,
-0.015875,
0.00525,
-0.147145,
-0.284675,
-0.49215,
-0.32965,
-0.385195,
-0.329345,
-0.270975,
-0.209145,
-0.1551,
-0.11478,
-0.087205,
-0.069545,
0.18569,
-0.84261,
-0.703835,
-0.77151,
-0.687635,
-0.443,
-0.4928,
-0.40456,
-0.316,
-0.227445,
-0.155695,
-0.103185,
-0.063235,
-0.033625,
-0.016365,
-0.00709,
-0.0465,
-0.182365,
-0.394295,
-0.470305,
-0.413295,
-0.338185,
-0.2389,
-0.222425,
-0.16845,
-0.119065,
-0.078325,
-0.046995,
-0.01609,
-0.00057,
-0.04858,
-0.184345,
-0.246115,
-0.382395,
-0.347645,
-0.286035,
-0.20903,
-0.181665,
-0.13615,
-0.098425,
-0.065275,
-0.03892,
-0.069195,
-0.015515,
0.0012,
0.014795,
0.02064,
0.01769,
-0.09607,
-0.2703,
-0.30527,
-0.395375,
-0.344785,
-0.280185,
-0.21539,
-0.157735,
-0.10888,
-0.07295,
-0.046205,
-0.02423,
-0.058045,
-0.006135,
0.001155,
0.010355,
0.0157,
-0.03625,
-0.005525,
-0.073755,
-0.063535,
-0.056825,
-0.04728,
-0.04309,
-0.071795,
-0.03542,
-0.02378,
-0.053455,
-0.017765,
-0.0114,
-0.044305,
-0.00275,
0.002865,
0.00732,
-0.032715,
0.008605,
0.01093,
-0.0026,
-0.20945,
-0.07568,
-0.197415,
-0.211355,
-0.192865,
-0.15666,
-0.12045,
-0.10163,
-0.07518,
-0.053485,
-0.0348,
-0.052425,
-0.017595,
-0.006915,
-0.03482,
0.003585,
0.00478,
0.006575,
-0.02823,
0.007125,
0.00461,
-0.028475,
0.005275,
0.009365,
-0.02402,
0.00729,
0.009815,
-0.021805,
0.007945,
0.00675,
-0.023465,
0.005275,
-0.02287,
0.003095,
0.00019,
-0.025965,
-0.001025,
0.000825,
-0.000975,
-0.02753,
-0.00696,
-0.004365,
-0.00327,
-0.025965,
-0.00818,
-0.00689,
-0.025725,
-0.005845,
-0.024995,
-0.005435,
-0.00356,
-0.02241,
-0.004375,
-0.0071,
-0.026965,
-0.02033,
-0.007495,
-0.02984,
-0.02298,
-0.02181,
-0.03161,
-0.0184,
-0.02938,
-0.015235,
-0.012455,
-0.024585,
-0.010695,
-0.011225,
-0.01025,
-0.023605,
-0.010655,
-0.011225,
-0.024015,
-0.0111,
-0.02238,
-0.01037,
-0.02318,
-0.011505,
-0.00971,
-0.02101,
-0.01085,
-0.022795,
-0.011765,
-0.0213,
-0.01087,
-0.011255,
-0.01135,
-0.021215,
-0.011425,
-0.010325,
-0.020195,
-0.01041,
-0.009925,
-0.01981,
-0.01126,
-0.020875,
-0.01266,
-0.012245,
-0.01671,
1,
-1,
0.21109,
0.23402,
0.14868,
0.19851,
0.16981,
0.09056,
0.113965,
0.05507,
0.06929,
0.034315,
0.042665,
0.028875,
0.009355,
0.00811,
0.10139,
0.435315,
0.282415,
0.36235,
0.215685,
0.26538,
0.215185,
0.12323,
0.13433,
0.12149,
0.07547,
0.06893,
0.0397,
0.016385,
0.009765,
-0.011295,
-0.00372,
-0.02468,
-0.03286,
0.188505,
0.16006,
0.427565,
0.600295,
0.55249,
0.458915,
0.26729,
0.290185,
0.222205,
0.1439,
0.13503,
0.08177,
0.091975,
0.21489,
0.59266,
0.63956,
0.41259,
0.47882,
0.388365,
0.24539,
0.241515,
0.175625,
0.11411,
0.08268,
0.033045,
0.003345,
0.066815,
0.227735,
0.482805,
0.43062,
0.50802,
0.42343,
0.33308,
0.218295,
0.194905,
0.13695,
0.112495,
0.0669,
0.031545,
0.05114,
-0.00364,
-0.023,
-0.039895,
-0.04635,
0.048395,
0.14535,
0.215245,
0.19234,
0.15226,
0.12218,
0.094955,
0.06698,
0.07241,
0.02945,
0.00959,
0.036705,
-0.063805,
0.016145,
-0.033085,
0.00993,
0.13421,
0.168445,
0.1767,
0.143595,
0.106575,
0.07199,
0.06856,
0.027265,
0.009095,
-0.007215,
0.0229,
-0.026675,
0.0108,
-0.04044,
0.00175,
0.04894,
0.075275,
0.055695,
0.03824,
0.019595,
0.035735,
0.000615,
-0.00731,
0.01882,
-0.02261,
-0.032675,
-0.03647,
0.00515,
-0.033645,
-0.04103,
-0.04454,
-0.04167,
-0.03567,
-0.034725,
-0.035565,
-0.001315,
-0.03327,
-0.030655,
-0.03224,
-0.00119,
-0.03213,
-0.03306,
-0.0291,
0.003925,
-0.016775,
-0.017365,
0.00493,
-0.020885,
-0.02576,
-0.027035,
-0.00025,
-0.02272,
-0.02633,
-0.00436,
-0.029285,
-0.027765,
-0.02864,
-0.029205,
-0.028845,
-0.00406,
-0.02338,
-0.02623,
-0.00715,
-0.028915,
-0.03059,
-0.031665,
-0.031825,
-0.010315,
-0.03205,
-0.02485,
-0.09773,
-0.142205,
-0.140405,
-0.118705,
-0.059395,
-0.08661,
-0.08009,
-0.07069,
-0.035185,
-0.069835,
-0.02696,
-0.039785,
-0.02109,
-0.033185,
-0.03144,
-0.01715,
-0.02732,
-0.02545,
-0.01439,
-0.023575,
-0.023145,
-0.02209,
-0.012775,
-0.02038,
-0.02109,
-0.01296,
-0.01994,
-0.012085,
-0.019345,
-0.02062,
-0.01337,
-0.020025,
-0.020075,
-0.013105,
-0.02096,
-0.02162,
-0.01466,
-0.021,
-0.02134,
-0.015275,
-0.021915,
-0.01524,
-0.02309,
-0.15825,
-0.310565,
0.099525,
-0.29183,
-0.19858,
-0.265985,
-0.231355,
-0.18816,
-0.108515,
-0.122375,
-0.08032,
-0.08879,
-0.07146,
-0.055355,
-0.03928,
-0.032695,
-0.023255,
-0.01549,
-0.017665,
-0.00707,
-0.05334,
-0.14887,
-0.368875,
-0.42684,
-0.27491,
-0.321075,
-0.25417,
-0.199515,
-0.12439,
-0.121195,
-0.081635,
-0.069775,
-0.05009,
-0.04472,
-0.02615,
-0.016125,
-0.026685,
-0.00571,
-0.00026,
-0.01761,
0.00073,
0.00289,
-0.015365,
0.003885,
-0.01499,
0.00363,
0.00455,
-0.079625,
-0.5132,
-0.501255,
-0.53596,
-0.87093,
-0.58693,
-0.737565,
-0.62854,
-0.39525,
-0.439815,
-0.34992,
-0.22766,
-0.21039,
-0.149195,
-0.11351,
-0.06656,
-0.065815,
-0.011395,
0.014925,
-0.020575,
0.036025,
0.039235,
0.042455,
-0.009825,
0.03795,
0.03219,
0.023855,
-0.02095,
0.018875,
-0.020275,
0.01615,
0.010755,
-0.025565,
-0.10521,
-1,
0.44381,
-0.674015,
-0.536025,
-0.92144,
-0.911375,
-0.809735,
-0.5159,
-0.59832,
-0.491675,
-0.32796,
-0.313975,
-0.221335,
-0.18692,
-0.13424,
-0.08954,
-0.057235,
-0.03754,
-0.07276,
-0.00947,
0.008775,
-0.04501,
0.01587,
0.02678,
-0.030195,
0.032015,
0.03299,
-0.027375,
0.034135,
-0.02355,
0.032145,
0.026195,
0.024675,
-0.029375,
0.02026,
-0.030275,
-0.142985,
-0.305455,
-0.33486,
-0.40618,
-0.343805,
-0.277285,
-0.19925,
-0.181815,
-0.138155,
-0.09926,
-0.095415,
-0.04638,
-0.02065,
-0.05034,
0.00546,
0.02189,
0.030925,
-0.02368,
0.024475,
0.007205,
-0.163195,
-0.219915,
-0.36692,
-0.389735,
-0.33905,
-0.27374,
-0.195105,
-0.176755,
-0.135825,
-0.11953,
-0.083755,
-0.056855,
-0.036545,
-0.02538,
-0.057065,
-0.00939,
0.002445,
0.007425,
-0.03818,
0.00815,
0.01648,
-0.02755,
0.01672,
0.01289,
-0.029775,
0.01314,
-0.026835,
0.01363,
0.009595,
-0.029615,
0.00919,
-0.008425,
-0.127925,
-0.19756,
-0.32262,
-0.30483,
-0.40381,
