steer_value[0.1-0.0-2.0],
-0.07598,
-0.07598,
-0.07598,
-0.07598,
-0.07598,
-0.07598,
-0.07619,
-0.07515,
-0.07469,
-0.07484,
-0.07416,
-0.07282,
-0.07394,
-0.0726,
-0.07162,
-0.07249,
-0.07026,
-0.07129,
-0.0686,
-0.06726,
-0.06587,
-0.06758,
-0.0633,
-0.06534,
-0.05973,
-0.05744,
-0.05507,
-0.05871,
-0.05059,
-0.05513,
-0.04565,
-0.04247,
-0.04843,
-0.03961,
-0.05624,
-0.05272,
-0.05493,
-0.06336,
-0.06843,
-0.0666,
-0.06593,
-0.06291,
-0.05953,
-0.05599,
-0.05628,
-0.04988,
-0.04592,
-0.04852,
-0.03952,
-0.03495,
-0.0405,
-0.02873,
-0.02463,
-0.03216,
-0.01891,
-0.01495,
-0.02474,
-0.0103,
-0.00741,
-0.01833,
-0.00382,
-0.00191,
-0.00042,
-1.38778e-17,
-0.01183,
0.00026,
-0.01044,
0.00074,
0.00085,
-0.00898,
-3e-05,
-0.00015,
-0.00097,
-0.00945,
-0.00306,
-0.01026,
-0.03255,
-0.05887,
-0.05912,
-0.07946,
-0.07822,
-0.06084,
-0.06982,
-0.06425,
-0.05224,
-0.0566,
-0.05189,
-0.04481,
-0.04366,
-0.03971,
-0.03556,
-0.03415,
-0.02953,
-0.0268,
-0.02858,
-0.02186,
-0.01925,
-0.01739,
-0.02241,
-0.01553,
-0.0136,
-0.01876,
-0.01224,
-0.01195,
-0.01085,
-0.00995,
-0.01577,
-0.01015,
-0.01038,
-0.00982,
-0.01473,
-0.00941,
-0.01121,
-0.02321,
-0.04064,
-0.05932,
-0.0757,
-0.05834,
-0.06965,
-0.05581,
-0.06432,
-0.06058,
-0.05659,
-0.04773,
-0.04932,
-0.04508,
-0.04061,
-0.03906,
-0.03554,
-0.03479,
-0.03065,
-0.02779,
-0.02922,
-0.02339,
-0.02087,
-0.02435,
-0.01753,
-0.01524,
-0.02023,
-0.01353,
-0.01305,
-0.01196,
-0.01065,
-0.01646,
-0.01062,
-0.01083,
-0.0155,
-0.01434,
-0.03478,
-0.05622,
-0.07299,
-0.06025,
-0.07263,
-0.06978,
-0.06586,
-0.05327,
-0.05786,
-0.04898,
-0.05076,
-0.0463,
-0.04181,
-0.0373,
-0.03299,
-0.03268,
-0.02691,
-0.02382,
-0.02061,
-0.02442,
-0.01732,
-0.01579,
-0.01402,
-0.01221,
-0.01834,
-0.01137,
-0.01775,
-0.01062,
-0.00948,
-0.00875,
-0.01538,
-0.00998,
-0.00918,
-0.00859,
-0.01872,
-0.03504,
-0.03871,
-0.06311,
-0.07373,
-0.07112,
-0.06618,
-0.05272,
-0.05891,
-0.05548,
-0.05099,
-0.04372,
-0.04384,
-0.04038,
-0.03695,
-0.03524,
-0.03156,
-0.02855,
-0.02562,
-0.02299,
-0.02593,
-0.01497,
-0.02325,
-0.01643,
-0.01498,
-0.01959,
-0.01375,
-0.01249,
-0.011,
-0.01662,
-0.01058,
-0.01058,
-0.0102,
-0.01509,
-0.00471,
